Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85774499,15.20899192,15.27924131,15.27924131,15.8061117,15.98173516,15.98173516,15.8061117,15.8061117,15.98173516,15.98173516,15.98173516,15.98173516,15.98173516,15.90797331,15.87987355,15.82016157,15.78503688,15.75342466,15.77801194,15.74991219,15.74288725,15.71829996,15.69020021,15.6796628,15.66561293,15.65156305,15.62346329,15.59536354,15.57499122,15.55075518,
American Samoa,ASM,Arable land (% of land area),AG.LND.ARBL.ZS,,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.35,3.4,3.45,3.5,3.55,3.6,3.65,3.75,3.8,3.85,3.9,3.95,4,4.05,4.1,4.15,4.2,4.25,4.3,4.35,4.4,4.45,4.5,4.55,4.6,4.65,4.7,4.75,4.8,4.85,4.85,
Antigua and Barbuda,ATG,Arable land (% of land area),AG.LND.ARBL.ZS,,18.18181818,15.90909091,15.90909091,15.90909091,13.63636364,13.63636364,13.63636364,13.63636364,13.63636364,13.63636364,13.63636364,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,11.36363636,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,
Australia,AUS,Arable land (% of land area),AG.LND.ARBL.ZS,,1.871651237,2.019680734,2.002454525,2.121246879,2.255527017,2.445278706,2.508862906,2.787116215,2.55601109,2.40734944,2.194264738,2.218996915,1.942647384,1.923642659,1.766788592,1.883810838,1.932103667,2.165367143,2.24802468,2.315192065,2.372466579,2.530882678,2.505629824,2.829751507,2.728740091,2.691511657,2.551319266,2.360751337,2.281478203,2.207151504,2.23995418,2.112127878,2.227327753,2.322611718,2.191661351,2.498340341,2.721060099,2.779115629,2.993114041,3.05546516,3.150098278,3.08956953,3.025135702,3.350949585,3.436731187,3.15374302,3.010166226,3.123296409,3.533004439,3.331261471,4.125704542,4.118219804,4.063991253,4.160251487,4.04705622,3.907556143,3.997909522,4.026770601,3.974638651,3.983868997,4.064602016,4.064602016,
Austria,AUT,Arable land (% of land area),AG.LND.ARBL.ZS,,20.46776539,20.3708192,20.06786234,20.07998061,20.11633543,19.58313136,19.38923897,19.40135725,19.20746486,19.21958313,19.23170141,19.24381968,18.34706738,18.34706738,18.31071255,18.41977702,18.52884149,18.74697043,18.45613185,18.61366941,18.77120698,18.60155114,17.4381968,17.51090645,17.54726127,17.4381968,17.4381968,17.66844401,17.68056229,17.28065923,17.51090645,17.40184198,17.19583131,17.24430441,17.13523994,17.08676684,17.03829375,17.0140572,16.98982065,16.95346583,16.80804653,16.78380999,16.72358216,16.71473582,16.73170141,16.68928745,16.67474552,16.5899176,16.56083374,16.52690257,16.47600582,16.42147358,16.40693165,16.38027145,16.31240911,16.29289869,16.10445952,16.08276781,16.06313621,16.05636694,16.03152327,16.00330829,
Azerbaijan,AZE,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4825937,20.61838326,20.71211411,20.7445594,21.44754077,21.64461588,21.77947335,22.06517139,22.10035712,22.22289478,22.23849524,22.24386585,22.2650958,22.29857247,22.28178661,22.43764296,22.51322207,22.68161022,22.79447348,22.81327881,22.94756708,23.29207951,23.30546919,23.44095907,24.18047659,25.33812393,25.38171171,25.35872432,25.21961135,25.27525711,25.31034483,
Burundi,BDI,Arable land (% of land area),AG.LND.ARBL.ZS,,26.28504673,27.25856698,28.19314642,28.97196262,29.43925234,29.32242991,30.68535826,31.15264798,38.62928349,36.60436137,36.17601246,34.89096573,36.21495327,36.21495327,36.21495327,36.40965732,36.68224299,36.40965732,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.60436137,36.60436137,36.99376947,36.99376947,37.38317757,37.38317757,37.96728972,38.39563863,38.55140187,38.35669782,37.22741433,36.56542056,36.68224299,36.79906542,36.91588785,36.99376947,38.94080997,39.99221184,41.04361371,42.09501558,43.14641745,44.19781931,45.24922118,46.30062305,47.35202492,48.40342679,49.45482866,50.37026869,
Belgium,BEL,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4178947,27.85744898,27.42887284,27.52777503,27.69261201,27.79151419,27.7585468,27.65964461,27.82448159,27.69261201,27.49480764,27.19810108,26.47281838,26.90139452,26.93436192,27.34645436,28.00250552,27.56074243,27.87525006,28.11326818,28.36218928,28.38722372,28.31868564,
Benin,BEN,Arable land (% of land area),AG.LND.ARBL.ZS,,8.158921603,8.336289464,8.513657325,8.691025186,8.868393047,9.134444839,9.48918056,9.755232352,10.4647038,10.64207166,11.08549131,11.3515431,11.52891096,11.79496275,12.14969847,12.41575027,12.68180206,12.85916992,13.03653778,13.30258957,13.56864136,13.74600922,13.83469315,13.92337708,14.01206101,14.10074495,14.18942888,14.27811281,14.36679674,14.32245477,14.36679674,14.45548067,14.63284853,15.07626818,15.87442355,17.29336644,18.6236254,19.95388436,20.39730401,21.10677545,21.72756297,22.61440227,23.50124158,23.50124158,23.53671515,22.17098262,22.17098262,22.17098262,22.17098262,22.17098262,22.17098262,23.05782192,23.94466123,23.94466123,23.94466123,24.83150053,26.54821657,30.29195282,31.37621852,29.54291061,30.92332831,31.44689872,
Burkina Faso,BFA,Arable land (% of land area),AG.LND.ARBL.ZS,,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,10.96491228,11.42481908,11.88472588,12.34463231,12.80453911,13.26444591,13.7243527,14.18425914,14.64416594,15.10407273,15.56397953,16.02388633,16.48379276,16.94369956,17.40360636,17.86351316,18.32341996,18.78332639,19.24323319,19.70313999,20.16304678,20.62295322,21.08286001,21.54276681,22.00267361,22.46258041,22.92248684,23.38239364,23.84230044,24.30220724,24.76211404,25.22202047,25.68192727,26.14183406,26.60174086,27.0616473,27.52155409,27.98146089,28.44136769,28.90127449,
Bangladesh,BGD,Arable land (% of land area),AG.LND.ARBL.ZS,,66.10586157,66.04440347,66.10586157,66.37474072,67.42721057,67.58853807,67.93423984,67.82668818,67.68072521,67.88814627,67.88814627,70.16209572,70.1467312,70.1467312,70.2466006,70.20050703,70.1467312,70.10063763,70.0468618,70.06990858,69.97772144,69.93931013,69.82407621,70.56157333,70.30805869,70.37719905,70.94568641,73.26572943,73.38864562,72.64346624,72.09802566,66.13659061,65.34531766,64.59245602,64.56172697,64.20066067,64.45417531,64.94584006,64.80755935,64.14688484,63.78581854,63.40170546,63.20964892,62.55665668,62.31082431,62.0726742,61.58100945,61.48114005,61.37358838,61.27371898,60.40562342,60.34416532,59.29169548,59.1457325,59.63155873,59.87716064,59.82430668,59.70884228,60.35952985,60.61304448,60.52085734,60.52085734,
Bulgaria,BGR,Arable land (% of land area),AG.LND.ARBL.ZS,,38.43442104,37.54858537,37.40395914,37.783603,37.66609419,37.65705505,37.47627226,37.54858537,37.58474193,37.4401157,37.34972431,37.31356775,37.24125463,37.04239356,35.7678749,35.61420953,35.58709211,35.48766157,35.22552653,34.59278677,34.56566935,34.51143451,34.45719967,34.41200398,34.4391214,34.52047365,34.57470849,34.71029558,34.7826087,34.85492181,34.92723493,36.58139745,36.72602368,36.16559704,36.13847962,37.99150321,38.85022146,31.96239718,32.34204104,31.87200579,31.33869656,30.83639706,30.55070332,30.46156675,29.20655376,28.83181442,28.40438265,28.43200442,28.97936625,29.34782609,29.93736183,30.55453206,32.0467944,32.11127487,32.32958732,32.20338983,32.13964628,32.0375829,32.01915991,32.16654385,32.24461588,31.94984248,
Bahrain,BHR,Arable land (% of land area),AG.LND.ARBL.ZS,,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.830985915,2.830985915,2.845070423,2.805555556,2.780821918,2.743243243,2.756756757,2.72,2.697368421,2.697368421,2.703412073,2.685788787,2.688311688,2.688311688,2.697795071,2.673521851,2.682926829,2.679487179,2.699228792,2.692307692,2.675159236,2.658227848,2.658227848,
"Bahamas, The",BHS,Arable land (% of land area),AG.LND.ARBL.ZS,,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.599400599,0.599400599,0.599400599,0.599400599,0.599400599,0.599400599,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,
Bosnia and Herzegovina,BIH,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6015625,16.6015625,16.6015625,16.6015625,17.578125,17.578125,18.5546875,18.5546875,19.53125,19.7265625,19.47265625,19.86328125,20.078125,20.01953125,20.05859375,19.9609375,19.6875,19.47265625,19.609375,19.62890625,19.58984375,19.70703125,19.6484375,19.9609375,20.0390625,20.703125,20.09765625,19.82421875,19.82421875,19.6875,19.6875,
Belarus,BLR,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98107703,30.08497131,30.68346494,30.71948262,30.71174342,30.4404624,30.5035276,30.47797471,30.23446127,28.40113585,27.68834831,27.45703214,27.35497868,27.32297013,27.30355242,27.20045737,27.18553785,27.32407417,27.27917911,27.24853383,27.21551117,27.40010251,27.89582851,27.97051897,28.00066999,28.21349045,28.14070352,28.1477102,27.88452064,27.71125893,27.617124,
Belize,BLZ,Arable land (% of land area),AG.LND.ARBL.ZS,,1.578255151,1.578255151,1.622095572,1.622095572,1.622095572,1.665935993,1.665935993,1.665935993,1.709776414,1.709776414,1.753616835,1.753616835,1.797457256,1.797457256,1.841297676,1.841297676,1.885138097,1.885138097,1.885138097,1.972818939,2.01665936,2.01665936,2.01665936,2.01665936,1.885138097,1.928978518,2.148180623,2.192021043,2.279701885,2.279701885,2.367382727,2.455063569,2.630425252,2.630425252,2.718106094,2.761946515,2.805786936,2.805786936,2.805786936,2.805786936,2.849627356,3.068829461,3.068829461,3.068829461,3.068829461,3.068829461,3.068829461,3.068829461,3.200350723,3.288031565,3.288031565,3.419552828,3.419552828,3.419552828,3.857957036,3.857957036,3.945637878,3.945637878,4.03331872,4.296361245,4.384042087,4.384042087,
Bermuda,BMU,Arable land (% of land area),AG.LND.ARBL.ZS,,7.407407407,5.555555556,5.555555556,7.407407407,7.407407407,7.407407407,7.407407407,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,7.407407407,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,
Bolivia,BOL,Arable land (% of land area),AG.LND.ARBL.ZS,,1.194498292,1.196344503,1.203729346,1.237884243,1.269269824,1.305270931,1.336656513,1.373580726,1.409581833,1.44373673,1.468660574,1.508354103,1.548970738,1.579433213,1.617280532,1.668051325,1.703129327,1.732668697,1.763131173,1.793593649,1.827748546,1.862826549,1.893289024,1.932059448,1.892365919,1.901596972,1.910828025,1.920059079,1.929290132,1.938521185,1.947752239,1.984676452,2.030831718,2.169297517,2.400073848,2.483153328,2.651158497,2.74531524,2.833933352,2.902243146,2.907781778,3.046247577,3.243792117,3.303793963,3.513338872,3.632214345,3.751089818,3.869965199,3.988840672,4.107716145,4.23213025,4.357467368,4.482804579,4.605372473,4.593372104,4.464137358,4.332133296,4.570801255,4.847812794,4.869576295,4.987916736,5.13483578,
Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,,2.826944751,2.890236344,2.953647582,3.016939175,3.080230769,3.143522363,3.206813956,3.27010555,3.333397143,3.37467427,3.509034307,3.643394344,3.777634737,3.911994774,4.046594099,4.375016451,4.70331916,5.031741512,5.36004422,5.688611102,5.807871129,5.927156042,6.046440955,6.165725867,6.330081454,6.196833267,6.063669668,5.930386426,5.797222827,5.663939585,5.530656342,5.397492744,5.264209501,5.131045903,5.092400941,5.161435439,5.230469937,5.299504435,5.368538933,5.437573431,5.50660793,5.575642428,5.644676926,5.713711424,5.782745922,5.852258995,5.92679711,6.001215581,6.075753696,6.150291811,6.224710282,6.299248397,6.373666868,6.448204983,6.522743098,6.597161569,6.671580041,6.668710024,6.665840007,6.662969991,6.660099974,6.657229958,
Barbados,BRB,Arable land (% of land area),AG.LND.ARBL.ZS,,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,34.88372093,34.88372093,34.88372093,32.55813953,32.55813953,30.23255814,30.23255814,30.23255814,30.23255814,30.23255814,30.23255814,27.90697674,25.58139535,23.25581395,22.09302326,20.93023256,18.60465116,16.27906977,16.27906977,16.27906977,16.27906977,16.27906977,16.27906977,16.27906977,
Brunei Darussalam,BRN,Arable land (% of land area),AG.LND.ARBL.ZS,,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,1.138519924,1.138519924,1.138519924,1.138519924,1.138519924,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,
Bhutan,BTN,Arable land (% of land area),AG.LND.ARBL.ZS,,2.140273527,2.140273527,2.140273527,2.140273527,2.140273527,2.140273527,2.140273527,2.140273527,2.140273527,2.35430088,2.35430088,2.35430088,2.35430088,2.461314556,2.461314556,2.568328232,2.568328232,2.568328232,2.675341909,2.782355585,2.782355585,2.889369261,3.103396614,3.103396614,3.103396614,3.103396614,3.124799349,3.017785673,2.846563791,2.889369261,2.889369261,2.889369261,2.910771997,3.51758794,3.668341709,3.793969849,3.844221106,3.844221106,3.844221106,3.869346734,3.894472362,3.91959799,3.944723618,4.145132093,4.381247213,3.969357505,3.575832306,2.623501325,2.623501325,2.639242333,2.628748328,2.628748328,2.628748328,2.628748328,2.628748328,2.621644295,2.477453859,2.46460409,2.46460409,2.304252753,1.911101206,1.812488201,
Botswana,BWA,Arable land (% of land area),AG.LND.ARBL.ZS,,0.70403896,0.70403896,0.70403896,0.70403896,0.705803469,0.705803469,0.705803469,0.705803469,0.705803469,0.705803469,0.705803469,0.707567978,0.707567978,0.707567978,0.707567978,0.707567978,0.707567978,0.707567978,0.711096995,0.711096995,0.711096995,0.714626012,0.714626012,0.714626012,0.71815503,0.71815503,0.721684047,0.721684047,0.73050659,0.741093642,0.529352602,0.441127168,0.617578035,0.696980926,0.608755492,0.608755492,0.529352602,0.405836995,0.423482081,0.617578035,0.352901735,0.432304625,0.344079191,0.39877896,0.376722602,0.354666243,0.321140578,0.49229792,0.557584741,0.457007746,0.57170081,0.502884972,0.494062428,0.709332486,0.458066451,0.458066451,0.458066451,0.458066451,0.458772255,0.458772255,0.458772255,0.458772255,
Central African Republic,CAF,Arable land (% of land area),AG.LND.ARBL.ZS,,2.696715785,2.712767665,2.728819545,2.744871424,2.760923304,2.776975184,2.793027063,2.809078943,2.825130823,2.841182702,2.857234582,2.873286462,2.889338342,2.905390221,2.921442101,2.937493981,2.95354586,2.96959774,2.98564962,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,3.001701499,2.995280747,2.943914732,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,
